Lower layer Super Output Areas Code,Lower layer Super Output Areas,Car or van availability (5 categories) Code,Car or van availability (5 categories),Observation
E01026007,Boston 001A,-8,Does not apply,0
E01026007,Boston 001A,0,No cars or vans in household,48
E01026007,Boston 001A,1,1 car or van in household,196
E01026007,Boston 001A,2,2 cars or vans in household,171
E01026007,Boston 001A,3,3 or more cars or vans in household,76
E01026008,Boston 001B,-8,Does not apply,0
E01026008,Boston 001B,0,No cars or vans in household,59
E01026008,Boston 001B,1,1 car or van in household,230
E01026008,Boston 001B,2,2 cars or vans in household,176
E01026008,Boston 001B,3,3 or more cars or vans in household,95
E01026009,Boston 001C,-8,Does not apply,0
E01026009,Boston 001C,0,No cars or vans in household,42
E01026009,Boston 001C,1,1 car or van in household,206
E01026009,Boston 001C,2,2 cars or vans in household,172
E01026009,Boston 001C,3,3 or more cars or vans in household,94
E01026010,Boston 002A,-8,Does not apply,0
E01026010,Boston 002A,0,No cars or vans in household,288
E01026010,Boston 002A,1,1 car or van in household,321
E01026010,Boston 002A,2,2 cars or vans in household,114
E01026010,Boston 002A,3,3 or more cars or vans in household,28
E01026012,Boston 004A,-8,Does not apply,0
E01026012,Boston 004A,0,No cars or vans in household,121
E01026012,Boston 004A,1,1 car or van in household,263
E01026012,Boston 004A,2,2 cars or vans in household,123
E01026012,Boston 004A,3,3 or more cars or vans in household,29
E01026013,Boston 008A,-8,Does not apply,0
E01026013,Boston 008A,0,No cars or vans in household,58
E01026013,Boston 008A,1,1 car or van in household,275
E01026013,Boston 008A,2,2 cars or vans in household,199
E01026013,Boston 008A,3,3 or more cars or vans in household,87
E01026014,Boston 008B,-8,Does not apply,0
E01026014,Boston 008B,0,No cars or vans in household,76
E01026014,Boston 008B,1,1 car or van in household,314
E01026014,Boston 008B,2,2 cars or vans in household,275
E01026014,Boston 008B,3,3 or more cars or vans in household,117
E01026015,Boston 004B,-8,Does not apply,0
E01026015,Boston 004B,0,No cars or vans in household,85
E01026015,Boston 004B,1,1 car or van in household,341
E01026015,Boston 004B,2,2 cars or vans in household,209
E01026015,Boston 004B,3,3 or more cars or vans in household,64
E01026016,Boston 006A,-8,Does not apply,0
E01026016,Boston 006A,0,No cars or vans in household,96
E01026016,Boston 006A,1,1 car or van in household,402
E01026016,Boston 006A,2,2 cars or vans in household,365
E01026016,Boston 006A,3,3 or more cars or vans in household,168
E01026017,Boston 007A,-8,Does not apply,0
E01026017,Boston 007A,0,No cars or vans in household,59
E01026017,Boston 007A,1,1 car or van in household,277
E01026017,Boston 007A,2,2 cars or vans in household,239
E01026017,Boston 007A,3,3 or more cars or vans in household,125
E01026018,Boston 007B,-8,Does not apply,0
E01026018,Boston 007B,0,No cars or vans in household,66
E01026018,Boston 007B,1,1 car or van in household,269
E01026018,Boston 007B,2,2 cars or vans in household,262
E01026018,Boston 007B,3,3 or more cars or vans in household,139
E01026019,Boston 007C,-8,Does not apply,0
E01026019,Boston 007C,0,No cars or vans in household,217
E01026019,Boston 007C,1,1 car or van in household,522
E01026019,Boston 007C,2,2 cars or vans in household,313
E01026019,Boston 007C,3,3 or more cars or vans in household,102
E01026020,Boston 007D,-8,Does not apply,0
E01026020,Boston 007D,0,No cars or vans in household,112
E01026020,Boston 007D,1,1 car or van in household,510
E01026020,Boston 007D,2,2 cars or vans in household,408
E01026020,Boston 007D,3,3 or more cars or vans in household,153
E01026021,Boston 003B,-8,Does not apply,0
E01026021,Boston 003B,0,No cars or vans in household,184
E01026021,Boston 003B,1,1 car or van in household,381
E01026021,Boston 003B,2,2 cars or vans in household,169
E01026021,Boston 003B,3,3 or more cars or vans in household,63
E01026022,Boston 008C,-8,Does not apply,0
E01026022,Boston 008C,0,No cars or vans in household,86
E01026022,Boston 008C,1,1 car or van in household,408
E01026022,Boston 008C,2,2 cars or vans in household,289
E01026022,Boston 008C,3,3 or more cars or vans in household,132
E01026023,Boston 001D,-8,Does not apply,0
E01026023,Boston 001D,0,No cars or vans in household,58
E01026023,Boston 001D,1,1 car or van in household,226
E01026023,Boston 001D,2,2 cars or vans in household,213
E01026023,Boston 001D,3,3 or more cars or vans in household,105
E01026024,Boston 001E,-8,Does not apply,0
E01026024,Boston 001E,0,No cars or vans in household,87
E01026024,Boston 001E,1,1 car or van in household,381
E01026024,Boston 001E,2,2 cars or vans in household,288
E01026024,Boston 001E,3,3 or more cars or vans in household,168
E01026025,Boston 003C,-8,Does not apply,0
E01026025,Boston 003C,0,No cars or vans in household,426
E01026025,Boston 003C,1,1 car or van in household,449
E01026025,Boston 003C,2,2 cars or vans in household,173
E01026025,Boston 003C,3,3 or more cars or vans in household,38
E01026026,Boston 004C,-8,Does not apply,0
E01026026,Boston 004C,0,No cars or vans in household,245
E01026026,Boston 004C,1,1 car or van in household,393
E01026026,Boston 004C,2,2 cars or vans in household,199
E01026026,Boston 004C,3,3 or more cars or vans in household,63
E01026027,Boston 004D,-8,Does not apply,0
E01026027,Boston 004D,0,No cars or vans in household,137
E01026027,Boston 004D,1,1 car or van in household,358
E01026027,Boston 004D,2,2 cars or vans in household,204
E01026027,Boston 004D,3,3 or more cars or vans in household,52
E01026028,Boston 004E,-8,Does not apply,0
E01026028,Boston 004E,0,No cars or vans in household,296
E01026028,Boston 004E,1,1 car or van in household,346
E01026028,Boston 004E,2,2 cars or vans in household,155
E01026028,Boston 004E,3,3 or more cars or vans in household,58
E01026030,Boston 002C,-8,Does not apply,0
E01026030,Boston 002C,0,No cars or vans in household,470
E01026030,Boston 002C,1,1 car or van in household,451
E01026030,Boston 002C,2,2 cars or vans in household,155
E01026030,Boston 002C,3,3 or more cars or vans in household,47
E01026031,Boston 009B,-8,Does not apply,0
E01026031,Boston 009B,0,No cars or vans in household,117
E01026031,Boston 009B,1,1 car or van in household,323
E01026031,Boston 009B,2,2 cars or vans in household,197
E01026031,Boston 009B,3,3 or more cars or vans in household,62
E01026032,Boston 002D,-8,Does not apply,0
E01026032,Boston 002D,0,No cars or vans in household,279
E01026032,Boston 002D,1,1 car or van in household,319
E01026032,Boston 002D,2,2 cars or vans in household,125
E01026032,Boston 002D,3,3 or more cars or vans in household,49
E01026033,Boston 006B,-8,Does not apply,0
E01026033,Boston 006B,0,No cars or vans in household,71
E01026033,Boston 006B,1,1 car or van in household,359
E01026033,Boston 006B,2,2 cars or vans in household,365
E01026033,Boston 006B,3,3 or more cars or vans in household,210
E01026034,Boston 006C,-8,Does not apply,0
E01026034,Boston 006C,0,No cars or vans in household,93
E01026034,Boston 006C,1,1 car or van in household,380
E01026034,Boston 006C,2,2 cars or vans in household,261
E01026034,Boston 006C,3,3 or more cars or vans in household,107
E01026035,Boston 009C,-8,Does not apply,0
E01026035,Boston 009C,0,No cars or vans in household,94
E01026035,Boston 009C,1,1 car or van in household,444
E01026035,Boston 009C,2,2 cars or vans in household,378
E01026035,Boston 009C,3,3 or more cars or vans in household,156
E01026036,Boston 003D,-8,Does not apply,0
E01026036,Boston 003D,0,No cars or vans in household,248
E01026036,Boston 003D,1,1 car or van in household,270
E01026036,Boston 003D,2,2 cars or vans in household,101
E01026036,Boston 003D,3,3 or more cars or vans in household,31
E01026037,Boston 002E,-8,Does not apply,0
E01026037,Boston 002E,0,No cars or vans in household,232
E01026037,Boston 002E,1,1 car or van in household,320
E01026037,Boston 002E,2,2 cars or vans in household,120
E01026037,Boston 002E,3,3 or more cars or vans in household,19
E01026038,Boston 008D,-8,Does not apply,0
E01026038,Boston 008D,0,No cars or vans in household,95
E01026038,Boston 008D,1,1 car or van in household,306
E01026038,Boston 008D,2,2 cars or vans in household,197
E01026038,Boston 008D,3,3 or more cars or vans in household,58
E01026039,Boston 009D,-8,Does not apply,0
E01026039,Boston 009D,0,No cars or vans in household,37
E01026039,Boston 009D,1,1 car or van in household,220
E01026039,Boston 009D,2,2 cars or vans in household,186
E01026039,Boston 009D,3,3 or more cars or vans in household,68
E01026040,Boston 008E,-8,Does not apply,0
E01026040,Boston 008E,0,No cars or vans in household,60
E01026040,Boston 008E,1,1 car or van in household,280
E01026040,Boston 008E,2,2 cars or vans in household,237
E01026040,Boston 008E,3,3 or more cars or vans in household,100
E01026041,Boston 007E,-8,Does not apply,0
E01026041,Boston 007E,0,No cars or vans in household,173
E01026041,Boston 007E,1,1 car or van in household,262
E01026041,Boston 007E,2,2 cars or vans in household,136
E01026041,Boston 007E,3,3 or more cars or vans in household,42
E01026042,East Lindsey 008A,-8,Does not apply,0
E01026042,East Lindsey 008A,0,No cars or vans in household,158
E01026042,East Lindsey 008A,1,1 car or van in household,372
E01026042,East Lindsey 008A,2,2 cars or vans in household,182
E01026042,East Lindsey 008A,3,3 or more cars or vans in household,59
E01026043,East Lindsey 008B,-8,Does not apply,0
E01026043,East Lindsey 008B,0,No cars or vans in household,104
E01026043,East Lindsey 008B,1,1 car or van in household,422
E01026043,East Lindsey 008B,2,2 cars or vans in household,227
E01026043,East Lindsey 008B,3,3 or more cars or vans in household,59
E01026044,East Lindsey 008C,-8,Does not apply,0
E01026044,East Lindsey 008C,0,No cars or vans in household,57
E01026044,East Lindsey 008C,1,1 car or van in household,257
E01026044,East Lindsey 008C,2,2 cars or vans in household,205
E01026044,East Lindsey 008C,3,3 or more cars or vans in household,95
E01026045,East Lindsey 001A,-8,Does not apply,0
E01026045,East Lindsey 001A,0,No cars or vans in household,92
E01026045,East Lindsey 001A,1,1 car or van in household,361
E01026045,East Lindsey 001A,2,2 cars or vans in household,287
E01026045,East Lindsey 001A,3,3 or more cars or vans in household,142
E01026046,East Lindsey 013A,-8,Does not apply,0
E01026046,East Lindsey 013A,0,No cars or vans in household,91
E01026046,East Lindsey 013A,1,1 car or van in household,262
E01026046,East Lindsey 013A,2,2 cars or vans in household,168
E01026046,East Lindsey 013A,3,3 or more cars or vans in household,77
E01026047,East Lindsey 013B,-8,Does not apply,0
E01026047,East Lindsey 013B,0,No cars or vans in household,60
E01026047,East Lindsey 013B,1,1 car or van in household,326
E01026047,East Lindsey 013B,2,2 cars or vans in household,161
E01026047,East Lindsey 013B,3,3 or more cars or vans in household,75
E01026048,East Lindsey 010A,-8,Does not apply,0
E01026048,East Lindsey 010A,0,No cars or vans in household,198
E01026048,East Lindsey 010A,1,1 car or van in household,406
E01026048,East Lindsey 010A,2,2 cars or vans in household,138
E01026048,East Lindsey 010A,3,3 or more cars or vans in household,41
E01026049,East Lindsey 010B,-8,Does not apply,0
E01026049,East Lindsey 010B,0,No cars or vans in household,92
E01026049,East Lindsey 010B,1,1 car or van in household,357
E01026049,East Lindsey 010B,2,2 cars or vans in household,201
E01026049,East Lindsey 010B,3,3 or more cars or vans in household,100
E01026050,East Lindsey 010C,-8,Does not apply,0
E01026050,East Lindsey 010C,0,No cars or vans in household,142
E01026050,East Lindsey 010C,1,1 car or van in household,446
E01026050,East Lindsey 010C,2,2 cars or vans in household,177
E01026050,East Lindsey 010C,3,3 or more cars or vans in household,51
E01026051,East Lindsey 016A,-8,Does not apply,0
E01026051,East Lindsey 016A,0,No cars or vans in household,47
E01026051,East Lindsey 016A,1,1 car or van in household,269
E01026051,East Lindsey 016A,2,2 cars or vans in household,205
E01026051,East Lindsey 016A,3,3 or more cars or vans in household,90
E01026052,East Lindsey 016B,-8,Does not apply,0
E01026052,East Lindsey 016B,0,No cars or vans in household,90
E01026052,East Lindsey 016B,1,1 car or van in household,460
E01026052,East Lindsey 016B,2,2 cars or vans in household,229
E01026052,East Lindsey 016B,3,3 or more cars or vans in household,65
E01026053,East Lindsey 016C,-8,Does not apply,0
E01026053,East Lindsey 016C,0,No cars or vans in household,59
E01026053,East Lindsey 016C,1,1 car or van in household,340
E01026053,East Lindsey 016C,2,2 cars or vans in household,288
E01026053,East Lindsey 016C,3,3 or more cars or vans in household,92
E01026054,East Lindsey 016D,-8,Does not apply,0
E01026054,East Lindsey 016D,0,No cars or vans in household,128
E01026054,East Lindsey 016D,1,1 car or van in household,345
E01026054,East Lindsey 016D,2,2 cars or vans in household,172
E01026054,East Lindsey 016D,3,3 or more cars or vans in household,68
E01026055,East Lindsey 013C,-8,Does not apply,0
E01026055,East Lindsey 013C,0,No cars or vans in household,28
E01026055,East Lindsey 013C,1,1 car or van in household,168
E01026055,East Lindsey 013C,2,2 cars or vans in household,193
E01026055,East Lindsey 013C,3,3 or more cars or vans in household,103
E01026056,East Lindsey 017A,-8,Does not apply,0
E01026056,East Lindsey 017A,0,No cars or vans in household,31
E01026056,East Lindsey 017A,1,1 car or van in household,175
E01026056,East Lindsey 017A,2,2 cars or vans in household,202
E01026056,East Lindsey 017A,3,3 or more cars or vans in household,114
E01026057,East Lindsey 018A,-8,Does not apply,0
E01026057,East Lindsey 018A,0,No cars or vans in household,75
E01026057,East Lindsey 018A,1,1 car or van in household,276
E01026057,East Lindsey 018A,2,2 cars or vans in household,335
E01026057,East Lindsey 018A,3,3 or more cars or vans in household,179
E01026058,East Lindsey 002A,-8,Does not apply,0
E01026058,East Lindsey 002A,0,No cars or vans in household,82
E01026058,East Lindsey 002A,1,1 car or van in household,389
E01026058,East Lindsey 002A,2,2 cars or vans in household,379
E01026058,East Lindsey 002A,3,3 or more cars or vans in household,166
E01026059,East Lindsey 013D,-8,Does not apply,0
E01026059,East Lindsey 013D,0,No cars or vans in household,38
E01026059,East Lindsey 013D,1,1 car or van in household,182
E01026059,East Lindsey 013D,2,2 cars or vans in household,175
E01026059,East Lindsey 013D,3,3 or more cars or vans in household,100
E01026060,East Lindsey 009A,-8,Does not apply,0
E01026060,East Lindsey 009A,0,No cars or vans in household,39
E01026060,East Lindsey 009A,1,1 car or van in household,221
E01026060,East Lindsey 009A,2,2 cars or vans in household,219
E01026060,East Lindsey 009A,3,3 or more cars or vans in household,98
E01026061,East Lindsey 001B,-8,Does not apply,0
E01026061,East Lindsey 001B,0,No cars or vans in household,36
E01026061,East Lindsey 001B,1,1 car or van in household,218
E01026061,East Lindsey 001B,2,2 cars or vans in household,180
E01026061,East Lindsey 001B,3,3 or more cars or vans in household,67
E01026062,East Lindsey 001C,-8,Does not apply,0
E01026062,East Lindsey 001C,0,No cars or vans in household,57
E01026062,East Lindsey 001C,1,1 car or van in household,232
E01026062,East Lindsey 001C,2,2 cars or vans in household,170
E01026062,East Lindsey 001C,3,3 or more cars or vans in household,61
E01026063,East Lindsey 001D,-8,Does not apply,0
E01026063,East Lindsey 001D,0,No cars or vans in household,58
E01026063,East Lindsey 001D,1,1 car or van in household,289
E01026063,East Lindsey 001D,2,2 cars or vans in household,264
E01026063,East Lindsey 001D,3,3 or more cars or vans in household,78
E01026064,East Lindsey 011A,-8,Does not apply,0
E01026064,East Lindsey 011A,0,No cars or vans in household,166
E01026064,East Lindsey 011A,1,1 car or van in household,311
E01026064,East Lindsey 011A,2,2 cars or vans in household,182
E01026064,East Lindsey 011A,3,3 or more cars or vans in household,52
E01026065,East Lindsey 011B,-8,Does not apply,0
E01026065,East Lindsey 011B,0,No cars or vans in household,107
E01026065,East Lindsey 011B,1,1 car or van in household,425
E01026065,East Lindsey 011B,2,2 cars or vans in household,267
E01026065,East Lindsey 011B,3,3 or more cars or vans in household,90
E01026066,East Lindsey 011C,-8,Does not apply,0
E01026066,East Lindsey 011C,0,No cars or vans in household,109
E01026066,East Lindsey 011C,1,1 car or van in household,437
E01026066,East Lindsey 011C,2,2 cars or vans in household,307
E01026066,East Lindsey 011C,3,3 or more cars or vans in household,113
E01026067,East Lindsey 011D,-8,Does not apply,0
E01026067,East Lindsey 011D,0,No cars or vans in household,242
E01026067,East Lindsey 011D,1,1 car or van in household,471
E01026067,East Lindsey 011D,2,2 cars or vans in household,211
E01026067,East Lindsey 011D,3,3 or more cars or vans in household,49
E01026068,East Lindsey 009B,-8,Does not apply,0
E01026068,East Lindsey 009B,0,No cars or vans in household,73
E01026068,East Lindsey 009B,1,1 car or van in household,358
E01026068,East Lindsey 009B,2,2 cars or vans in household,334
E01026068,East Lindsey 009B,3,3 or more cars or vans in household,180
E01026069,East Lindsey 010D,-8,Does not apply,0
E01026069,East Lindsey 010D,0,No cars or vans in household,282
E01026069,East Lindsey 010D,1,1 car or van in household,533
E01026069,East Lindsey 010D,2,2 cars or vans in household,175
E01026069,East Lindsey 010D,3,3 or more cars or vans in household,70
E01026070,East Lindsey 009C,-8,Does not apply,0
E01026070,East Lindsey 009C,0,No cars or vans in household,76
E01026070,East Lindsey 009C,1,1 car or van in household,318
E01026070,East Lindsey 009C,2,2 cars or vans in household,373
E01026070,East Lindsey 009C,3,3 or more cars or vans in household,182
E01026071,East Lindsey 007A,-8,Does not apply,0
E01026071,East Lindsey 007A,0,No cars or vans in household,36
E01026071,East Lindsey 007A,1,1 car or van in household,382
E01026071,East Lindsey 007A,2,2 cars or vans in household,331
E01026071,East Lindsey 007A,3,3 or more cars or vans in household,204
E01026072,East Lindsey 005A,-8,Does not apply,0
E01026072,East Lindsey 005A,0,No cars or vans in household,256
E01026072,East Lindsey 005A,1,1 car or van in household,495
E01026072,East Lindsey 005A,2,2 cars or vans in household,195
E01026072,East Lindsey 005A,3,3 or more cars or vans in household,66
E01026073,East Lindsey 005B,-8,Does not apply,0
E01026073,East Lindsey 005B,0,No cars or vans in household,315
E01026073,East Lindsey 005B,1,1 car or van in household,455
E01026073,East Lindsey 005B,2,2 cars or vans in household,142
E01026073,East Lindsey 005B,3,3 or more cars or vans in household,46
E01026074,East Lindsey 005C,-8,Does not apply,0
E01026074,East Lindsey 005C,0,No cars or vans in household,207
E01026074,East Lindsey 005C,1,1 car or van in household,583
E01026074,East Lindsey 005C,2,2 cars or vans in household,211
E01026074,East Lindsey 005C,3,3 or more cars or vans in household,55
E01026075,East Lindsey 018B,-8,Does not apply,0
E01026075,East Lindsey 018B,0,No cars or vans in household,69
E01026075,East Lindsey 018B,1,1 car or van in household,372
E01026075,East Lindsey 018B,2,2 cars or vans in household,344
E01026075,East Lindsey 018B,3,3 or more cars or vans in household,170
E01026076,East Lindsey 002B,-8,Does not apply,0
E01026076,East Lindsey 002B,0,No cars or vans in household,66
E01026076,East Lindsey 002B,1,1 car or van in household,346
E01026076,East Lindsey 002B,2,2 cars or vans in household,364
E01026076,East Lindsey 002B,3,3 or more cars or vans in household,198
E01026077,East Lindsey 003A,-8,Does not apply,0
E01026077,East Lindsey 003A,0,No cars or vans in household,118
E01026077,East Lindsey 003A,1,1 car or van in household,261
E01026077,East Lindsey 003A,2,2 cars or vans in household,204
E01026077,East Lindsey 003A,3,3 or more cars or vans in household,67
E01026078,East Lindsey 003B,-8,Does not apply,0
E01026078,East Lindsey 003B,0,No cars or vans in household,134
E01026078,East Lindsey 003B,1,1 car or van in household,213
E01026078,East Lindsey 003B,2,2 cars or vans in household,97
E01026078,East Lindsey 003B,3,3 or more cars or vans in household,32
E01026079,East Lindsey 002C,-8,Does not apply,0
E01026079,East Lindsey 002C,0,No cars or vans in household,95
E01026079,East Lindsey 002C,1,1 car or van in household,382
E01026079,East Lindsey 002C,2,2 cars or vans in household,259
E01026079,East Lindsey 002C,3,3 or more cars or vans in household,128
E01026080,East Lindsey 001E,-8,Does not apply,0
E01026080,East Lindsey 001E,0,No cars or vans in household,84
E01026080,East Lindsey 001E,1,1 car or van in household,324
E01026080,East Lindsey 001E,2,2 cars or vans in household,350
E01026080,East Lindsey 001E,3,3 or more cars or vans in household,146
E01026081,East Lindsey 004A,-8,Does not apply,0
E01026081,East Lindsey 004A,0,No cars or vans in household,329
E01026081,East Lindsey 004A,1,1 car or van in household,573
E01026081,East Lindsey 004A,2,2 cars or vans in household,228
E01026081,East Lindsey 004A,3,3 or more cars or vans in household,61
E01026082,East Lindsey 007B,-8,Does not apply,0
E01026082,East Lindsey 007B,0,No cars or vans in household,70
E01026082,East Lindsey 007B,1,1 car or van in household,404
E01026082,East Lindsey 007B,2,2 cars or vans in household,352
E01026082,East Lindsey 007B,3,3 or more cars or vans in household,209
E01026083,East Lindsey 015A,-8,Does not apply,0
E01026083,East Lindsey 015A,0,No cars or vans in household,329
E01026083,East Lindsey 015A,1,1 car or van in household,315
E01026083,East Lindsey 015A,2,2 cars or vans in household,102
E01026083,East Lindsey 015A,3,3 or more cars or vans in household,38
E01026084,East Lindsey 012A,-8,Does not apply,0
E01026084,East Lindsey 012A,0,No cars or vans in household,212
E01026084,East Lindsey 012A,1,1 car or van in household,306
E01026084,East Lindsey 012A,2,2 cars or vans in household,152
E01026084,East Lindsey 012A,3,3 or more cars or vans in household,43
E01026087,East Lindsey 003C,-8,Does not apply,0
E01026087,East Lindsey 003C,0,No cars or vans in household,142
E01026087,East Lindsey 003C,1,1 car or van in household,263
E01026087,East Lindsey 003C,2,2 cars or vans in household,181
E01026087,East Lindsey 003C,3,3 or more cars or vans in household,42
E01026088,East Lindsey 003D,-8,Does not apply,0
E01026088,East Lindsey 003D,0,No cars or vans in household,78
E01026088,East Lindsey 003D,1,1 car or van in household,290
E01026088,East Lindsey 003D,2,2 cars or vans in household,187
E01026088,East Lindsey 003D,3,3 or more cars or vans in household,67
E01026089,East Lindsey 004C,-8,Does not apply,0
E01026089,East Lindsey 004C,0,No cars or vans in household,163
E01026089,East Lindsey 004C,1,1 car or van in household,479
E01026089,East Lindsey 004C,2,2 cars or vans in household,257
E01026089,East Lindsey 004C,3,3 or more cars or vans in household,95
E01026090,East Lindsey 003E,-8,Does not apply,0
E01026090,East Lindsey 003E,0,No cars or vans in household,124
E01026090,East Lindsey 003E,1,1 car or van in household,288
E01026090,East Lindsey 003E,2,2 cars or vans in household,168
E01026090,East Lindsey 003E,3,3 or more cars or vans in household,43
E01026091,East Lindsey 003F,-8,Does not apply,0
E01026091,East Lindsey 003F,0,No cars or vans in household,55
E01026091,East Lindsey 003F,1,1 car or van in household,213
E01026091,East Lindsey 003F,2,2 cars or vans in household,172
E01026091,East Lindsey 003F,3,3 or more cars or vans in household,58
E01026092,East Lindsey 014A,-8,Does not apply,0
E01026092,East Lindsey 014A,0,No cars or vans in household,241
E01026092,East Lindsey 014A,1,1 car or van in household,286
E01026092,East Lindsey 014A,2,2 cars or vans in household,85
E01026092,East Lindsey 014A,3,3 or more cars or vans in household,34
E01026093,East Lindsey 014B,-8,Does not apply,0
E01026093,East Lindsey 014B,0,No cars or vans in household,452
E01026093,East Lindsey 014B,1,1 car or van in household,335
E01026093,East Lindsey 014B,2,2 cars or vans in household,98
E01026093,East Lindsey 014B,3,3 or more cars or vans in household,34
E01026094,East Lindsey 015B,-8,Does not apply,0
E01026094,East Lindsey 015B,0,No cars or vans in household,345
E01026094,East Lindsey 015B,1,1 car or van in household,524
E01026094,East Lindsey 015B,2,2 cars or vans in household,153
E01026094,East Lindsey 015B,3,3 or more cars or vans in household,45
E01026095,East Lindsey 014C,-8,Does not apply,0
E01026095,East Lindsey 014C,0,No cars or vans in household,183
E01026095,East Lindsey 014C,1,1 car or van in household,260
E01026095,East Lindsey 014C,2,2 cars or vans in household,117
E01026095,East Lindsey 014C,3,3 or more cars or vans in household,35
E01026096,East Lindsey 015C,-8,Does not apply,0
E01026096,East Lindsey 015C,0,No cars or vans in household,69
E01026096,East Lindsey 015C,1,1 car or van in household,245
E01026096,East Lindsey 015C,2,2 cars or vans in household,209
E01026096,East Lindsey 015C,3,3 or more cars or vans in household,99
E01026097,East Lindsey 015D,-8,Does not apply,0
E01026097,East Lindsey 015D,0,No cars or vans in household,269
E01026097,East Lindsey 015D,1,1 car or van in household,315
E01026097,East Lindsey 015D,2,2 cars or vans in household,126
E01026097,East Lindsey 015D,3,3 or more cars or vans in household,42
E01026098,East Lindsey 018C,-8,Does not apply,0
E01026098,East Lindsey 018C,0,No cars or vans in household,111
E01026098,East Lindsey 018C,1,1 car or van in household,294
E01026098,East Lindsey 018C,2,2 cars or vans in household,323
E01026098,East Lindsey 018C,3,3 or more cars or vans in household,173
E01026099,East Lindsey 005D,-8,Does not apply,0
E01026099,East Lindsey 005D,0,No cars or vans in household,66
E01026099,East Lindsey 005D,1,1 car or van in household,367
E01026099,East Lindsey 005D,2,2 cars or vans in household,314
E01026099,East Lindsey 005D,3,3 or more cars or vans in household,157
E01026100,East Lindsey 013E,-8,Does not apply,0
